,additional_underlyings,cfi,contract_type,correction,exercise_style,expiration_date,primary_exchange,shares_per_contract,strike_price,ticker,underlying_ticker,maturity,volume,price,daysFromLastTrade
0,,OPASPS,put,,american,2023-03-31,BATO,100,132,O:AAPL230331P00132000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,133,O:AAPL230331P00133000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,134,O:AAPL230331P00134000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,135,O:AAPL230331P00135000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,136,O:AAPL230331P00136000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,137,O:AAPL230331P00137000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,138,O:AAPL230331P00138000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,139,O:AAPL230331P00139000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,140,O:AAPL230331P00140000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,141,O:AAPL230331P00141000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,142,O:AAPL230331P00142000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,143,O:AAPL230331P00143000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,144,O:AAPL230331P00144000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,145,O:AAPL230331P00145000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,146,O:AAPL230331P00146000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,147,O:AAPL230331P00147000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,148,O:AAPL230331P00148000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,149,O:AAPL230331P00149000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,150,O:AAPL230331P00150000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,152.5,O:AAPL230331P00152500,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,155,O:AAPL230331P00155000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,157.5,O:AAPL230331P00157500,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,160,O:AAPL230331P00160000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,162.5,O:AAPL230331P00162500,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,165,O:AAPL230331P00165000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,167.5,O:AAPL230331P00167500,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,170,O:AAPL230331P00170000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,172.5,O:AAPL230331P00172500,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,175,O:AAPL230331P00175000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,177.5,O:AAPL230331P00177500,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,180,O:AAPL230331P00180000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,182.5,O:AAPL230331P00182500,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,185,O:AAPL230331P00185000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,190,O:AAPL230331P00190000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,195,O:AAPL230331P00195000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,200,O:AAPL230331P00200000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,205,O:AAPL230331P00205000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,210,O:AAPL230331P00210000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,215,O:AAPL230331P00215000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,220,O:AAPL230331P00220000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,225,O:AAPL230331P00225000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,230,O:AAPL230331P00230000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,235,O:AAPL230331P00235000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,240,O:AAPL230331P00240000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,245,O:AAPL230331P00245000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-03-31,BATO,100,250,O:AAPL230331P00250000,AAPL,0.010958904109589041,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,50,O:AAPL230406P00050000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,55,O:AAPL230406P00055000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,60,O:AAPL230406P00060000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,65,O:AAPL230406P00065000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,70,O:AAPL230406P00070000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,75,O:AAPL230406P00075000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,80,O:AAPL230406P00080000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,85,O:AAPL230406P00085000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,90,O:AAPL230406P00090000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,95,O:AAPL230406P00095000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,100,O:AAPL230406P00100000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,105,O:AAPL230406P00105000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,110,O:AAPL230406P00110000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,115,O:AAPL230406P00115000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,120,O:AAPL230406P00120000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,125,O:AAPL230406P00125000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,130,O:AAPL230406P00130000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,131,O:AAPL230406P00131000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,132,O:AAPL230406P00132000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,133,O:AAPL230406P00133000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,134,O:AAPL230406P00134000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,135,O:AAPL230406P00135000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,136,O:AAPL230406P00136000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,137,O:AAPL230406P00137000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,138,O:AAPL230406P00138000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,139,O:AAPL230406P00139000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,140,O:AAPL230406P00140000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,141,O:AAPL230406P00141000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,142,O:AAPL230406P00142000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,143,O:AAPL230406P00143000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,144,O:AAPL230406P00144000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,145,O:AAPL230406P00145000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,146,O:AAPL230406P00146000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,147,O:AAPL230406P00147000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,148,O:AAPL230406P00148000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,149,O:AAPL230406P00149000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,150,O:AAPL230406P00150000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,152.5,O:AAPL230406P00152500,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,155,O:AAPL230406P00155000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,157.5,O:AAPL230406P00157500,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,160,O:AAPL230406P00160000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,162.5,O:AAPL230406P00162500,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,165,O:AAPL230406P00165000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,167.5,O:AAPL230406P00167500,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,170,O:AAPL230406P00170000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,172.5,O:AAPL230406P00172500,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,175,O:AAPL230406P00175000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,177.5,O:AAPL230406P00177500,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,180,O:AAPL230406P00180000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,182.5,O:AAPL230406P00182500,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,185,O:AAPL230406P00185000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,187.5,O:AAPL230406P00187500,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,190,O:AAPL230406P00190000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,195,O:AAPL230406P00195000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,200,O:AAPL230406P00200000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,205,O:AAPL230406P00205000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,210,O:AAPL230406P00210000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,215,O:AAPL230406P00215000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,220,O:AAPL230406P00220000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,225,O:AAPL230406P00225000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,230,O:AAPL230406P00230000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,235,O:AAPL230406P00235000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,240,O:AAPL230406P00240000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,245,O:AAPL230406P00245000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-06,BATO,100,250,O:AAPL230406P00250000,AAPL,0.0273972602739726,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,50,O:AAPL230414P00050000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,55,O:AAPL230414P00055000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,60,O:AAPL230414P00060000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,65,O:AAPL230414P00065000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,70,O:AAPL230414P00070000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,75,O:AAPL230414P00075000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,80,O:AAPL230414P00080000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,85,O:AAPL230414P00085000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,90,O:AAPL230414P00090000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,95,O:AAPL230414P00095000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,100,O:AAPL230414P00100000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,105,O:AAPL230414P00105000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,110,O:AAPL230414P00110000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,115,O:AAPL230414P00115000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,120,O:AAPL230414P00120000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,125,O:AAPL230414P00125000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,130,O:AAPL230414P00130000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,131,O:AAPL230414P00131000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,132,O:AAPL230414P00132000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,133,O:AAPL230414P00133000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,134,O:AAPL230414P00134000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,135,O:AAPL230414P00135000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,136,O:AAPL230414P00136000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,137,O:AAPL230414P00137000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,138,O:AAPL230414P00138000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,139,O:AAPL230414P00139000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,140,O:AAPL230414P00140000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,141,O:AAPL230414P00141000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,142,O:AAPL230414P00142000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,143,O:AAPL230414P00143000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,144,O:AAPL230414P00144000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,145,O:AAPL230414P00145000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,146,O:AAPL230414P00146000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,147,O:AAPL230414P00147000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,148,O:AAPL230414P00148000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,149,O:AAPL230414P00149000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,150,O:AAPL230414P00150000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,152.5,O:AAPL230414P00152500,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,155,O:AAPL230414P00155000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,157.5,O:AAPL230414P00157500,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,160,O:AAPL230414P00160000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,162.5,O:AAPL230414P00162500,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,165,O:AAPL230414P00165000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,167.5,O:AAPL230414P00167500,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,170,O:AAPL230414P00170000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,172.5,O:AAPL230414P00172500,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,175,O:AAPL230414P00175000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,177.5,O:AAPL230414P00177500,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,180,O:AAPL230414P00180000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,182.5,O:AAPL230414P00182500,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,185,O:AAPL230414P00185000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,187.5,O:AAPL230414P00187500,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,190,O:AAPL230414P00190000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,195,O:AAPL230414P00195000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,200,O:AAPL230414P00200000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,205,O:AAPL230414P00205000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,210,O:AAPL230414P00210000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,215,O:AAPL230414P00215000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,220,O:AAPL230414P00220000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,225,O:AAPL230414P00225000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,230,O:AAPL230414P00230000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,235,O:AAPL230414P00235000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,240,O:AAPL230414P00240000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,245,O:AAPL230414P00245000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-14,BATO,100,250,O:AAPL230414P00250000,AAPL,0.049315068493150684,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,50,O:AAPL230421P00050000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,60,O:AAPL230421P00060000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,65,O:AAPL230421P00065000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,70,O:AAPL230421P00070000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,75,O:AAPL230421P00075000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,80,O:AAPL230421P00080000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,85,O:AAPL230421P00085000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,90,O:AAPL230421P00090000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,95,O:AAPL230421P00095000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,100,O:AAPL230421P00100000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,105,O:AAPL230421P00105000,AAPL,0.0684931506849315,3180,0.5475,19442
